timestamp,mn_grade_pct,fe_content_pct,siO2_content_pct,al2O3_content_pct,p_content_pct,moisture_pct,p80_mm,work_index_kwh_t,specific_gravity,ore_type,mn_grade_squared,mn_grade_log,gangue_total,ore_quality_index,mn_to_fe_ratio,mn_to_silica_ratio,mn_to_al_ratio,mn_to_phosphorus_ration,valuable_mineral_ratio,ore_hardness_category,liberation_difficulty,density_grade_product,moisture_adjusted_grade,enrichment_potential,ore_type_carbonate,ore_type_oxide,ore_type_silicate,ore_processability_score,grade_deviation_from_mean,grade_percentile_rank,is_high_grade,is_low_grade
2025-07-04 18:00:00,50.16,3.36,1.1,5.45,0.251,9.6,13.7,22.0,4.23,oxide,2516.0255999999995,3.934957976710642,10.161,4.9316684691770725,14.88427299703264,45.18918918918918,9.186813186813186,192.18390804597698,0.8315512010742527,very_hard,301.4,212.17680000000001,45.34464,0.03668261562998412,False,True,False,0.47879999999999995,-6.454058570990497,0.37020852499233364,0,0
2024-07-17 06:00:00,44.13,5.11,1.41,7.74,0.105,9.4,18.8,22.0,3.97,oxide,1947.4569000000001,3.80954721383891,14.365000000000002,3.0699130434782607,8.619140625,31.0774647887324,5.694193548387097,383.7391304347827,0.7544234549961535,very_hard,413.6,175.19610000000003,39.98178,0.17833673238159975,False,True,False,0.4212409090909091,-12.484058570990491,0.09789941735663907,0,1
2021-07-29 18:00:00,66.83,-2.16,-0.26,6.34,0.288,7.8,10.6,22.0,4.66,oxide,4466.2489,4.217004574957988,4.208,15.844001896633475,-31.083720930232552,-267.32,10.524409448818899,224.26174496644296,0.9407640980883472,very_hard,233.2,311.4278,61.617259999999995,-0.22190632949274275,False,True,False,0.6379227272727273,10.215941429009504,0.7813554124501687,1,0
2022-11-04 06:00:00,49.55,3.34,0.88,5.63,0.173,6.6,25.7,22.0,4.22,silicate,2455.2025,3.9229629454664803,10.023,4.938702282467856,14.791044776119403,55.674157303370784,8.785460992907801,270.76502732240436,0.8317526396186192,very_hard,565.4,209.10099999999997,46.279700000000005,0.04944500504540874,False,False,True,0.6081136363636365,-7.064058570990497,0.3528058877644894,0,0
2024-01-27 12:00:00,64.59,-1.4,-0.34,7.65,0.292,8.6,12.4,22.0,4.52,oxide,4171.868100000001,4.183423245305645,6.202,10.397617514488088,-46.467625899280584,-195.72727272727272,8.432114882506527,213.8741721854305,0.9123912306475308,very_hard,272.8,291.9468,59.03526000000001,-0.19492181452237192,False,True,False,0.6165409090909091,7.975941429009509,0.7538331800061331,1,0
2023-09-16 18:00:00,44.13,4.61,1.95,6.82,0.109,6.4,15.5,22.0,4.05,carbonate,1947.4569000000001,3.80954721383891,13.489,3.2691310467442034,9.551948051948052,22.51530612244898,6.461200585651538,370.8403361344538,0.7658931949530537,very_hard,341.0,178.72650000000002,41.30568,0.17833673238159975,True,False,False,0.5115068181818182,-12.484058570990491,0.09789941735663907,0,1
2024-06-12 18:00:00,55.68,1.32,0.48,6.23,0.091,7.7,9.0,22.0,4.35,carbonate,3100.2624,4.03742141482248,8.121,6.847866191120403,41.86466165413533,113.63265306122449,8.923076923076923,551.2871287128713,0.8727135938308177,very_hard,198.0,242.20799999999997,51.39264,-0.0660919540229885,True,False,False,0.6453818181818182,-0.9340585709904943,0.5540478380864765,0,0
2025-07-15 12:00:00,45.24,5.18,1.2,7.66,0.275,7.3,15.0,22.0,4.15,oxide,2046.6576000000002,3.833845224364122,14.315,3.1581151832460734,8.716763005780349,37.388429752066116,5.898305084745763,158.73684210526315,0.759633951809252,very_hard,330.0,187.74600000000004,41.93748000000001,0.1494252873563218,False,True,False,0.43183636363636363,-11.374058570990492,0.2259276295614842,0,0
2021-07-26 06:00:00,77.71,-6.2,-2.32,5.88,0.113,9.9,24.4,22.0,4.71,carbonate,6038.844099999999,4.3657702121543585,-2.5269999999999997,-30.874056416368692,-12.55411954765751,-33.640692640692635,13.193548387096774,631.7886178861788,1.033611321708365,very_hard,536.8,366.0141,70.01670999999999,-0.3308454510359027,True,False,False,0.9007295454545454,21.0959414290095,0.9410456915056731,1,0
2025-11-28 12:00:00,44.41,5.44,1.48,7.83,0.247,6.8,15.3,22.0,3.93,carbonate,1972.2480999999998,3.8157323451098595,14.997,2.9592856666888783,8.148623853211008,29.805369127516776,5.6645408163265305,172.80155642023345,0.7475550019357988,very_hard,336.6,174.5313,41.390119999999996,0.1709074532762892,True,False,False,0.5147522727272726,-12.204058570990497,0.20384851272615762,0,1
2024-12-30 00:00:00,50.85,3.01,0.4,5.57,0.14,6.7,16.3,22.0,4.2,oxide,2585.7225000000003,3.948354934675536,9.120000000000001,5.569550930996714,16.837748344370866,124.02439024390243,9.112903225806452,338.99999999999994,0.8479239619809905,very_hard,358.6,213.57000000000002,47.44305,0.022615535889872144,False,True,False,0.4853863636363637,-5.764058570990493,0.38784115302054584,0,0
