timestamp,thickener_id,filter_id,thickener_health_score,filter_health_score,source_circuit,feed_grade_pct,feed_solids_pct,flocculant_dosage_gt,retention_time_hr,underflow_solids_pct,overflow_clarity_ntu,thickening_efficiency,filter_pressure_kpa,cycle_time_min,cake_moisture_pct,water_recovery_pct,solid_recovery_pct,thickening_ratio,flocculant_efficiency,retention_adequacy,overflow_quality_index,thickener_health_impact,filter_pressure_efficiency,moisture_reduction,cycle_time_efficiency,filter_health_moisture_impact,dewatering_energy_intensity,water_recovery_efficiency,solid_loss,overall_dewatering_efficiency
2020-01-01 00:00:00,thickener_01,filter_press_02,64.9,94.7,flotation,52.0,19.4,49.2,2.8,57.6,44.0,0.755,212.0,81.0,10.2,59.9,94.31,2.9675425038639878,0.015342410079252184,0.7,0.022222222222222223,0.48999500000000007,0.94,-70.4,0.8332304653746451,0.5405999999999996,17172.0,0.599,5.689999999999998,0.7657000000000002
2020-01-01 04:00:00,thickener_02,filter_press_01,88.8,74.9,flotation,51.27,23.6,40.8,3.6,60.5,36.0,0.796,397.0,54.0,9.4,76.6,73.81,2.562473528166031,0.01950502327860819,0.9,0.02702702702702703,0.7068479999999999,0.015,-67.0,1.2497685613775227,2.3593999999999995,21438.0,0.7659999999999999,26.189999999999998,0.7666999999999998
2020-01-01 08:00:00,thickener_01,filter_press_02,55.6,80.0,flotation,50.86,19.9,39.7,2.7,62.7,52.0,0.854,295.0,92.0,9.5,50.3,78.49,3.149171270718232,0.021505917904809872,0.675,0.018867924528301886,0.47482399999999997,0.525,-70.6,0.7336159113139876,1.9,27140.0,0.503,21.510000000000005,0.7139666666666665
2020-01-01 12:00:00,thickener_01,filter_press_02,94.4,50.7,flotation,52.0,15.1,24.8,2.1,68.3,21.0,0.95,354.0,87.0,8.7,89.4,49.91,4.520185307743216,0.03829101168883514,0.525,0.045454545454545456,0.8968,0.23,-76.2,0.7757728996667049,4.2890999999999995,30798.0,0.894,50.09,0.7810333333333332
2020-01-01 16:00:00,thickener_01,vacuum_filter_03,73.4,66.8,flotation,52.0,22.2,66.5,2.1,62.4,31.0,0.841,272.0,93.0,9.0,64.0,66.68,2.809545249887438,0.01264471508043903,0.525,0.03125,0.617294,0.64,-68.8,0.7257284162993226,2.988,25296.0,0.64,33.31999999999999,0.7159333333333334
2020-01-01 20:00:00,thickener_02,vacuum_filter_01,85.0,90.0,flotation,52.0,18.5,63.1,2.3,65.3,38.0,0.908,315.0,84.0,8.3,74.6,89.82,3.527822798487304,0.014387577246078276,0.575,0.02564102564102564,0.7718,0.425,-73.2,0.8034757766932508,0.83,26460.0,0.746,10.180000000000007,0.8507333333333333
2020-01-02 00:00:00,thickener_01,filter_press_01,97.5,61.5,flotation,52.0,19.8,38.6,5.3,67.0,36.0,0.939,227.0,52.0,9.3,83.4,61.18,3.3821302372539117,0.024320124320124318,1.325,0.02702702702702703,0.9155249999999999,0.865,-70.9,1.2978273408959815,3.5805000000000002,11804.0,0.8340000000000001,38.82,0.7949333333333334
2020-01-02 04:00:00,thickener_01,filter_press_02,91.3,55.0,flotation,52.0,18.0,30.8,4.4,58.3,18.0,0.775,240.0,79.0,8.4,79.4,54.23,3.2370905052748467,0.025154170723790975,1.1,0.05263157894736842,0.707575,0.8,-73.6,0.8543222376914315,3.78,18960.0,0.794,45.77,0.7037666666666667
2020-01-02 08:00:00,thickener_02,filter_press_01,63.5,77.0,flotation,52.0,19.8,79.8,4.7,56.4,54.0,0.729,374.0,62.0,8.6,54.1,75.53,2.847046945986875,0.009134193710061396,1.175,0.01818181818181818,0.46291499999999997,0.13,-71.60000000000001,1.088534107402032,1.9779999999999998,23188.0,0.541,24.47,0.6751
2020-01-02 12:00:00,thickener_01,filter_press_01,97.0,82.5,flotation,51.76,22.7,57.4,5.9,57.4,14.0,0.733,257.0,67.0,11.5,84.8,81.72,2.5275209158960807,0.012767810485978054,1.475,0.06666666666666667,0.71101,0.715,-65.8,1.0073123414415759,2.0125,17219.0,0.848,18.28,0.7994
2020-01-02 16:00:00,thickener_02,vacuum_filter_01,61.6,84.5,flotation,52.0,21.8,74.4,2.6,56.5,14.0,0.72,232.0,78.0,10.2,57.7,83.2,2.5905547913801006,0.00967611880123639,0.65,0.06666666666666667,0.44351999999999997,0.84,-68.0,0.8652736828611716,1.581,18096.0,0.5770000000000001,16.799999999999997,0.7096666666666668
2020-01-02 20:00:00,thickener_01,vacuum_filter_02,56.0,96.4,flotation,51.02,19.7,78.7,4.1,63.9,48.0,0.879,240.0,58.0,11.8,48.4,95.13,3.2420091324200913,0.011167577182060727,1.025,0.02040816326530612,0.49224,0.8,-68.5,1.1635924840544734,0.42479999999999934,13920.0,0.484,4.8700000000000045,0.7714333333333333
2020-01-03 00:00:00,thickener_01,filter_press_02,50.5,68.7,flotation,52.0,17.7,49.3,3.9,59.9,51.0,0.807,236.0,72.0,8.5,45.6,67.28,3.3822699040090343,0.01636584871222876,0.975,0.019230769230769232,0.40753500000000004,0.82,-73.8,0.9373698097486459,2.6604999999999994,16992.0,0.456,32.72,0.6452666666666668
2020-01-03 04:00:00,thickener_01,filter_press_01,86.7,66.1,flotation,52.0,21.9,40.2,4.5,64.1,44.0,0.878,395.0,82.0,9.7,74.6,65.6,2.9256047466910085,0.021835364337229546,1.125,0.022222222222222223,0.7612260000000001,0.025,-68.4,0.8230703572735032,3.2883000000000004,32390.0,0.746,34.400000000000006,0.7600000000000001
2020-01-03 08:00:00,thickener_01,vacuum_filter_01,90.8,98.4,flotation,52.0,18.7,26.0,4.7,61.6,21.0,0.836,206.0,57.0,11.0,81.8,97.24,3.2923570283270975,0.032141484044598226,1.175,0.045454545454545456,0.759088,0.97,-70.3,1.184002806525171,0.17599999999999938,11742.0,0.818,2.760000000000005,0.8754666666666666
2020-01-03 12:00:00,thickener_02,vacuum_filter_03,70.1,52.2,flotation,50.33,19.6,32.6,2.7,53.2,50.0,0.667,355.0,80.0,8.6,64.2,51.9,2.712901580826109,0.02045384851272616,0.675,0.0196078431372549,0.467567,0.225,-71.80000000000001,0.8436445444319459,4.1108,28400.0,0.642,48.1,0.6093333333333334
2020-01-03 16:00:00,thickener_01,vacuum_filter_02,59.0,54.9,flotation,52.0,18.3,57.0,2.4,59.7,40.0,0.801,253.0,69.0,11.0,51.9,53.99,3.2605133806663025,0.01405016663743203,0.6,0.024390243902439025,0.47259,0.735,-70.7,0.978119113172004,4.961,17457.0,0.519,46.01,0.6199666666666667
2020-01-03 20:00:00,thickener_02,vacuum_filter_02,96.5,50.7,flotation,52.0,17.5,61.9,3.7,57.2,21.0,0.756,352.0,94.0,10.3,85.9,50.32,3.2667047401484863,0.012211274430625101,0.925,0.045454545454545456,0.72954,0.24,-72.2,0.7180087224763323,5.0779000000000005,33088.0,0.8590000000000001,49.68,0.7060666666666667
2020-01-04 00:00:00,thickener_01,filter_press_01,55.7,70.4,flotation,52.0,24.3,62.1,4.1,59.3,52.0,0.767,222.0,59.0,11.1,50.3,69.06,2.4393253805018507,0.012349058122685557,1.025,0.018867924528301886,0.42721900000000007,0.89,-64.60000000000001,1.1438739196746315,3.2855999999999996,13098.0,0.503,30.939999999999998,0.6535333333333333
2020-01-04 04:00:00,thickener_02,filter_press_01,95.9,90.3,flotation,52.0,23.4,42.5,5.4,63.0,49.0,0.85,286.0,66.0,12.0,83.3,89.01,2.691157624946604,0.01999529522465302,1.35,0.02,0.81515,0.57,-64.6,1.0225723375246174,1.1640000000000004,18876.0,0.833,10.989999999999995,0.8576999999999999
2020-01-04 08:00:00,thickener_01,filter_press_02,96.3,51.4,flotation,52.0,18.8,39.9,3.3,63.6,35.0,0.874,301.0,88.0,8.7,90.0,51.31,3.381180223285486,0.02189927336507141,0.825,0.027777777777777776,0.841662,0.495,-72.5,0.7669583001931598,4.2282,26488.0,0.9,48.69,0.7623666666666667
2020-01-04 12:00:00,thickener_02,vacuum_filter_03,55.9,97.0,flotation,52.0,21.0,34.7,5.1,59.2,57.0,0.779,223.0,66.0,10.2,50.6,96.57,2.817705854355069,0.02244309997118986,1.275,0.017241379310344827,0.43546100000000004,0.885,-68.8,1.0225723375246174,0.306,14718.0,0.506,3.430000000000007,0.7502333333333334
2020-01-04 16:00:00,thickener_02,filter_press_01,73.0,57.4,flotation,52.0,16.8,62.2,2.9,53.6,20.0,0.691,210.0,68.0,11.8,66.6,56.95,3.188578227245687,0.011107538980871242,0.725,0.047619047619047616,0.5044299999999999,0.95,-71.4,0.992501102779003,5.026800000000001,14280.0,0.6659999999999999,43.05,0.6421666666666667
2020-01-04 20:00:00,thickener_01,vacuum_filter_01,53.7,62.9,flotation,52.0,18.2,38.3,5.9,58.3,58.0,0.773,233.0,63.0,8.9,48.0,62.6,3.201537616694124,0.020177499347428872,1.475,0.01694915254237288,0.415101,0.835,-72.89999999999999,1.0712585303920013,3.3019,14679.0,0.48,37.4,0.6263333333333333
2020-01-05 00:00:00,thickener_02,vacuum_filter_01,91.7,56.5,flotation,52.0,19.6,73.9,3.8,66.3,14.0,0.927,248.0,89.0,9.6,78.0,55.69,3.3809280979092295,0.012542281152753347,0.95,0.06666666666666667,0.8500590000000001,0.76,-70.80000000000001,0.7583417593528816,4.175999999999999,22072.0,0.78,44.31,0.7546333333333334
2020-01-05 04:00:00,thickener_01,filter_press_02,50.2,82.3,flotation,52.0,23.0,72.3,5.0,60.9,38.0,0.806,341.0,86.0,9.9,46.0,81.93,2.646675358539765,0.011146452772783848,1.25,0.02564102564102564,0.404612,0.295,-67.1,0.7847924659923264,1.7523000000000004,29326.0,0.46,18.069999999999993,0.6951
2020-01-05 08:00:00,thickener_01,vacuum_filter_02,58.5,90.7,flotation,52.0,19.8,34.8,3.0,65.0,50.0,0.901,352.0,74.0,9.1,51.6,90.27,3.2811711256940934,0.025883366848606728,0.75,0.0196078431372549,0.527085,0.24,-71.10000000000001,0.9120389136603161,0.8462999999999997,26048.0,0.516,9.730000000000004,0.7732333333333333
2020-01-05 12:00:00,thickener_01,filter_press_01,83.6,85.7,flotation,51.3,15.3,58.0,3.4,65.4,51.0,0.916,314.0,71.0,9.6,78.3,85.14,4.271717831482691,0.015790380968798486,0.85,0.019230769230769232,0.765776,0.43,-75.10000000000001,0.9505703422053231,1.3727999999999998,22294.0,0.7829999999999999,14.86,0.8501333333333333
2020-01-05 16:00:00,thickener_02,filter_press_02,92.9,50.7,flotation,51.41,23.7,42.8,3.4,68.0,32.0,0.95,326.0,55.0,10.7,87.4,50.6,2.867988190636862,0.02219107685120299,0.85,0.030303030303030304,0.88255,0.37,-65.6,1.2270496273404836,5.2751,17930.0,0.8740000000000001,49.4,0.7766666666666667
2020-01-05 20:00:00,thickener_01,vacuum_filter_01,96.4,75.6,flotation,52.0,19.6,77.8,3.6,69.1,16.0,0.95,282.0,63.0,9.5,89.4,74.57,3.523712391636919,0.012209227605706207,0.9,0.058823529411764705,0.9158,0.59,-70.9,1.0712585303920013,2.3180000000000005,17766.0,0.894,25.430000000000007,0.8632333333333332
2020-01-06 00:00:00,thickener_01,filter_press_01,54.2,55.5,flotation,52.0,24.9,25.9,4.7,62.4,32.0,0.831,313.0,85.0,9.5,50.3,54.84,2.5050180650341227,0.03207255885758394,1.175,0.030303030303030304,0.45040199999999997,0.435,-65.6,0.7940242324432419,4.2275,26605.0,0.503,45.16,0.6274666666666667
2020-01-06 04:00:00,thickener_01,vacuum_filter_02,63.8,57.8,flotation,52.0,16.6,29.2,3.3,55.2,35.0,0.722,390.0,54.0,11.8,60.5,57.38,3.323299217338952,0.024717562478603218,0.825,0.027777777777777776,0.46063599999999993,0.05,-71.6,1.2497685613775227,4.9796000000000005,21060.0,0.605,42.62,0.6335999999999999
2020-01-06 08:00:00,thickener_01,vacuum_filter_03,55.0,95.2,flotation,52.0,21.3,56.3,3.8,56.3,43.0,0.719,294.0,56.0,8.9,51.5,93.88,2.6419521351478177,0.012768602379683894,0.95,0.022727272727272728,0.39545,0.53,-69.8,1.205141938939475,0.4271999999999998,16464.0,0.515,6.1200000000000045,0.7242666666666667
2020-01-06 12:00:00,thickener_01,vacuum_filter_01,78.4,92.0,flotation,52.0,18.9,51.5,5.5,57.4,15.0,0.753,393.0,76.0,10.2,70.6,90.9,3.0354309888947646,0.014618520675596972,1.375,0.0625,0.590352,0.035,-70.9,0.8880410472306275,0.816,29868.0,0.706,9.099999999999994,0.7893333333333334
2020-01-06 16:00:00,thickener_02,filter_press_01,72.5,75.1,flotation,52.0,17.4,47.2,6.0,58.1,24.0,0.773,367.0,96.0,10.2,62.9,73.91,3.3371625502584723,0.016373649650497778,1.5,0.04,0.5604250000000001,0.165,-72.4,0.7030517654410998,2.5398000000000005,35232.0,0.629,26.090000000000003,0.7137000000000001
2020-01-06 20:00:00,thickener_01,vacuum_filter_01,51.9,97.3,flotation,51.39,16.0,50.3,3.5,59.2,39.0,0.8,285.0,50.0,10.2,44.8,97.04,3.6976889444097436,0.01590141125024846,0.875,0.025,0.4152,0.575,-73.8,1.3497300539892023,0.27540000000000026,14250.0,0.44799999999999995,2.9599999999999937,0.7394666666666666
2020-01-07 00:00:00,thickener_01,vacuum_filter_02,54.2,90.5,flotation,52.0,23.4,22.2,4.1,54.3,29.0,0.662,235.0,48.0,8.7,46.8,88.88,2.3195215719777873,0.02980639351643404,1.025,0.03333333333333333,0.358804,0.825,-67.9,1.4059570922724434,0.8264999999999999,11280.0,0.46799999999999997,11.120000000000005,0.6729333333333333
2020-01-07 04:00:00,thickener_01,filter_press_01,79.6,94.1,flotation,52.0,23.0,79.2,4.2,62.9,38.0,0.85,207.0,94.0,9.4,73.0,92.94,2.7335940895262927,0.010730968312081807,1.05,0.02564102564102564,0.6766,0.965,-67.6,0.7180087224763323,0.5546000000000005,19458.0,0.73,7.060000000000002,0.8364666666666668
2020-01-07 08:00:00,thickener_02,vacuum_filter_02,56.4,53.5,flotation,52.0,17.6,23.5,3.7,57.1,16.0,0.754,263.0,64.0,11.5,50.3,52.61,3.2424758659852353,0.03207145895363675,0.925,0.058823529411764705,0.42525599999999997,0.685,-70.9,1.0545227308233087,5.3475,16832.0,0.503,47.39,0.5943666666666667
2020-01-07 12:00:00,thickener_02,vacuum_filter_02,66.7,51.7,flotation,52.0,17.9,76.6,3.2,60.1,32.0,0.81,288.0,90.0,9.5,60.8,51.43,3.3556672250139585,0.010573032241221773,0.8,0.030303030303030304,0.54027,0.56,-72.6,0.7499166759248972,4.5885,25920.0,0.608,48.57,0.6441
2020-01-07 16:00:00,thickener_01,filter_press_02,83.1,70.8,flotation,52.0,15.5,77.2,2.9,66.1,16.0,0.928,339.0,99.0,10.0,77.8,69.67,4.261766602192134,0.012019168501489444,0.725,0.058823529411764705,0.771168,0.305,-74.5,0.6817493182506817,2.92,33561.0,0.778,30.33,0.8009
2020-01-07 20:00:00,thickener_02,vacuum_filter_01,85.7,70.2,flotation,52.0,23.1,56.5,2.8,68.3,33.0,0.95,207.0,89.0,8.7,74.1,69.38,2.9554305495456505,0.01681118386126349,0.7,0.029411764705882353,0.8141499999999999,0.965,-68.19999999999999,0.7583417593528816,2.592599999999999,18423.0,0.741,30.620000000000005,0.7949333333333333
2020-01-08 00:00:00,thickener_02,filter_press_02,86.6,55.9,flotation,52.0,19.4,78.3,3.6,55.5,43.0,0.712,314.0,75.0,8.5,81.2,55.35,2.8593508500772797,0.009092069978291406,0.9,0.022727272727272728,0.6165919999999999,0.43,-72.1,0.8998800159978669,3.7485000000000004,23550.0,0.812,44.65,0.6925
2020-01-08 04:00:00,thickener_02,filter_press_02,61.8,90.3,flotation,52.0,21.8,68.0,2.5,65.0,51.0,0.895,389.0,83.0,11.4,53.6,89.31,2.980284273269142,0.013159829436847521,0.625,0.019230769230769232,0.55311,0.055,-66.8,0.8131550415612576,1.1058000000000003,32287.0,0.536,10.689999999999998,0.7747
2020-01-08 08:00:00,thickener_02,filter_press_02,74.4,59.6,flotation,52.0,15.3,74.1,4.6,53.7,49.0,0.703,363.0,94.0,10.6,68.4,58.99,3.5075114304376225,0.009485899338820672,1.15,0.02,0.523032,0.185,-74.10000000000001,0.7180087224763323,4.282399999999999,34122.0,0.684,41.01,0.6589666666666667
2020-01-08 12:00:00,thickener_02,vacuum_filter_03,77.7,59.7,flotation,52.0,24.3,46.8,5.1,57.7,29.0,0.73,395.0,73.0,10.6,66.8,58.67,2.373508844097079,0.015594958342234566,1.275,0.03333333333333333,0.56721,0.025,-65.10000000000001,0.9245308861799753,4.2718,28835.0,0.6679999999999999,41.33,0.6615666666666666
2020-01-08 16:00:00,thickener_02,filter_press_01,72.7,83.9,flotation,52.0,19.1,30.9,5.4,64.1,20.0,0.884,319.0,74.0,10.6,64.3,83.0,3.3542647828362107,0.02859915884826917,1.35,0.047619047619047616,0.642668,0.405,-70.30000000000001,0.9120389136603161,1.7065999999999995,23606.0,0.643,17.0,0.7856666666666667
2020-01-08 20:00:00,thickener_01,filter_press_01,68.2,75.6,flotation,52.0,24.9,72.0,3.5,62.5,57.0,0.833,315.0,63.0,9.0,59.0,75.36,2.509032517061421,0.011567837800305512,0.875,0.017241379310344827,0.568106,0.425,-66.1,1.0712585303920013,2.1960000000000006,19845.0,0.59,24.64,0.7255333333333334
2020-01-09 00:00:00,thickener_01,filter_press_02,87.2,94.9,flotation,52.0,15.8,57.5,4.4,61.9,53.0,0.85,380.0,84.0,9.7,78.6,94.72,3.915243516761543,0.014780038254216659,1.1,0.018518518518518517,0.7412000000000001,0.1,-74.5,0.8034757766932508,0.4946999999999994,31920.0,0.7859999999999999,5.280000000000001,0.8610666666666665
2020-01-09 04:00:00,thickener_01,filter_press_02,88.9,77.5,flotation,52.0,17.3,56.6,5.8,63.4,43.0,0.874,274.0,56.0,10.0,80.6,77.39,3.6626227614095894,0.01543896838014485,1.45,0.022727272727272728,0.776986,0.63,-72.7,1.205141938939475,2.25,15344.0,0.8059999999999999,22.61,0.8179666666666666
2020-01-09 08:00:00,thickener_02,vacuum_filter_01,51.7,50.7,flotation,52.0,19.9,32.9,4.7,59.2,57.0,0.784,254.0,82.0,10.6,49.1,50.3,2.973380210949272,0.02382254633849894,1.175,0.017241379310344827,0.405328,0.73,-69.5,0.8230703572735032,5.2258,20828.0,0.491,49.7,0.5926666666666667
2020-01-09 12:00:00,thickener_02,vacuum_filter_03,71.4,56.1,flotation,52.0,20.0,40.7,5.8,58.0,47.0,0.761,354.0,58.0,9.1,63.7,55.68,2.898550724637681,0.01869319577499386,1.45,0.020833333333333332,0.5433540000000001,0.23,-70.9,1.1635924840544734,3.9948999999999995,20532.0,0.637,44.32,0.6516000000000001
