timestamp,equipment_id,equipment_type,operating_hours,health_score,vibration_rms,temperature_c,power_factor,wear_rate_pct,failure_probability,rul_days,maintenance_priority,health_degradation_rate,failure_risk_category,maintenance_urgency_score,equipment_age_factor,health_wear_product,vibration_severity_index,vibration_health_ratio,is_vibration_critical,normal_operating_temp,temperature_deviation,thermal_stress_index,temperature_health_interaction,power_factor_degradation,efficiency_loss_estimate,maintenance_priority_weighted
2020-07-26 05:00:00,transfer_pump_02,transfer_pump,11600.0,78.9,4.24,87.9,0.868,12.7,0.4012,1351.0,2,0.0018188087233859144,high,0.00029674556213017754,0.1324200913242009,68.8797,0.8480000000000001,0.5367088607594936,0,50,37.900000000000006,0.7325,1854.6899999999996,0.03200000000000003,10.549999999999997,0.8024
2020-10-11 13:00:00,sump_pump_03,sump_pump,570.0,100.0,2.25,63.0,0.9,0.0,0.0,1811.0,5,0.0,,0.0,0.006506849315068493,100.0,0.45,0.22477522477522477,0,50,13.0,0.525,0.0,0.0,0.0,0.0
2020-10-02 17:00:00,flotation_cell_cleaner_01,flotation_cell_cleaner,62157.0,71.4,3.13,40.5,0.861,11.4,0.5181,1240.0,1,0.0004601177644068341,critical,0.0004174858984689766,0.7095547945205479,63.2604,0.626,0.4377622377622377,0,45,-4.5,0.3375,1158.2999999999997,0.039000000000000035,14.299999999999997,0.5181
2021-10-28 12:00:00,primary_crusher_01,primary_crusher,22169.0,76.6,5.01,73.3,0.803,18.7,0.4513,1460.0,2,0.0010554803788903927,high,0.0003088980150581793,0.2530707762557078,62.27579999999999,1.002,0.653194263363755,0,50,23.299999999999997,0.6108333333333333,1715.2200000000003,0.09699999999999998,11.700000000000003,0.9026
2020-03-19 09:00:00,conveyor_belt_15,conveyor_belt,56690.0,63.2,6.58,52.9,0.781,31.3,0.6949,948.0,1,0.0006491330193505141,critical,0.0007322444678609061,0.6471461187214612,43.4184,1.316,1.0394944707740916,0,50,2.8999999999999986,0.4408333333333333,1946.7199999999998,0.119,18.4,0.6949
2021-02-08 19:00:00,magnetic_separator_lims_03,magnetic_separator_lims,908.0,86.1,3.25,57.5,0.863,7.0,0.2679,1499.0,3,0.015291529152915298,medium,0.0001786,0.010365296803652968,80.073,0.65,0.3770301624129931,0,55,2.5,0.4791666666666667,799.2500000000003,0.03700000000000003,6.950000000000003,0.8037000000000001
2020-12-06 05:00:00,trommel_screen_01,trommel_screen,58187.0,37.2,13.32,67.6,0.757,56.5,0.85,540.0,1,0.0010792603285900873,critical,0.0015711645101663585,0.6642351598173516,16.182000000000002,2.664,3.571045576407507,1,50,17.599999999999994,0.5633333333333332,4245.28,0.14300000000000002,31.4,0.85
2020-06-10 07:00:00,conveyor_belt_03,conveyor_belt,5287.0,85.1,3.16,58.5,0.816,12.7,0.2941,1547.0,3,0.0028177004538577923,medium,0.00018998708010335916,0.060353881278538815,74.2923,0.632,0.37089201877934275,0,50,8.5,0.4875,871.6500000000003,0.08400000000000007,7.450000000000003,0.8822999999999999
2021-02-10 12:00:00,conveyor_belt_13,conveyor_belt,36142.0,61.8,6.03,59.4,0.779,32.4,0.718,841.0,1,0.001056912818526409,critical,0.0008527315914489311,0.4125799086757991,41.776799999999994,1.206,0.9741518578352182,0,50,9.399999999999999,0.495,2269.08,0.121,19.1,0.718
2020-11-30 10:00:00,transfer_pump_02,transfer_pump,28019.0,52.9,6.71,110.2,0.829,28.2,0.8212,852.0,1,0.0016809421841541756,critical,0.0009627198124267292,0.319851598173516,37.9822,1.342,1.2660377358490567,0,50,60.2,0.9183333333333333,5190.42,0.07100000000000006,23.55,0.8212
2020-09-14 05:00:00,conveyor_belt_15,conveyor_belt,55127.0,38.9,8.34,61.3,0.742,51.9,0.85,421.0,1,0.0011083297054128574,critical,0.002014218009478673,0.6293036529680365,18.7109,1.668,2.138461538461539,0,50,11.299999999999997,0.5108333333333334,3745.43,0.15800000000000003,30.55,0.85
2020-08-20 09:00:00,vibrating_screen_05,vibrating_screen,24352.0,86.8,5.2,53.0,0.846,11.9,0.261,1551.0,3,0.0005420276762616517,medium,0.0001681701030927835,0.27799086757990865,76.4708,1.04,0.5983889528193326,0,50,3.0,0.44166666666666665,699.6000000000001,0.05400000000000005,6.600000000000001,0.783
2021-01-18 23:00:00,flotation_cell_rougher_04,flotation_cell_rougher,27.0,100.0,1.49,40.9,0.89,0.0,0.0,1811.0,5,0.0,,0.0,0.00030821917808219177,100.0,0.298,0.14885114885114886,0,45,-4.100000000000001,0.3408333333333333,0.0,0.010000000000000009,0.0,0.0
2020-06-26 14:00:00,trommel_screen_01,trommel_screen,4158.0,100.0,4.37,47.1,0.87,0.0,0.0,1963.0,5,0.0,,0.0,0.04746575342465753,100.0,0.874,0.4365634365634366,0,50,-2.8999999999999986,0.3925,0.0,0.030000000000000027,0.0,0.0
2021-03-01 07:00:00,spiral_concentrator_03,spiral_concentrator,10573.0,87.3,1.35,36.1,0.85,8.9,0.2476,1387.0,3,0.0012010592018157748,medium,0.00017838616714697405,0.12069634703196347,79.53029999999998,0.27,0.15446224256292906,0,50,-13.899999999999999,0.30083333333333334,458.47000000000014,0.050000000000000044,6.350000000000001,0.7427999999999999
2021-06-13 15:00:00,slurry_pump_08,slurry_pump,32758.0,67.4,3.99,72.3,0.851,19.6,0.5992,1270.0,1,0.0009951463719893767,critical,0.00047143981117230525,0.3739497716894977,54.18960000000001,0.798,0.5911111111111111,0,50,22.299999999999997,0.6024999999999999,2356.9799999999996,0.049000000000000044,16.299999999999997,0.5992
2020-08-01 22:00:00,conveyor_belt_01,conveyor_belt,51290.0,49.1,7.05,55.8,0.758,43.3,0.85,773.0,1,0.0009923768302431226,critical,0.0010981912144702843,0.5855022831050228,27.839700000000004,1.41,1.4329268292682926,0,50,5.799999999999997,0.46499999999999997,2840.22,0.14200000000000002,25.45,0.85
2020-05-03 22:00:00,spiral_concentrator_07,spiral_concentrator,16371.0,95.7,1.05,32.3,0.857,3.0,0.0853,1753.0,4,0.0002626435377473734,low,4.8631698973774235e-05,0.18688356164383563,92.829,0.21000000000000002,0.10960334029227557,0,50,-17.700000000000003,0.26916666666666667,138.8899999999999,0.04300000000000004,2.1499999999999986,0.3412
2020-01-29 07:00:00,magnetic_separator_lims_02,magnetic_separator_lims,61666.0,56.2,5.15,69.2,0.827,21.9,0.7596,867.0,1,0.0007102664309922649,critical,0.000875115207373272,0.7039497716894977,43.8922,1.03,0.9147424511545293,0,55,14.200000000000003,0.5766666666666667,3030.96,0.07300000000000006,21.9,0.7596
2020-01-01 06:00:00,conveyor_belt_08,conveyor_belt,21498.0,87.6,3.24,49.6,0.82,10.5,0.244,1469.0,3,0.0005767710126052377,medium,0.00016598639455782312,0.24541095890410958,78.402,0.648,0.36944127708095786,0,50,-0.3999999999999986,0.41333333333333333,615.0400000000003,0.08000000000000007,6.200000000000003,0.732
2020-12-09 21:00:00,magnetic_separator_hims_01,magnetic_separator_hims,33934.0,76.0,2.76,72.1,0.851,12.0,0.4484,1317.0,2,0.0007072344187417121,high,0.00034021244309559944,0.38737442922374427,66.88,0.5519999999999999,0.36268068331143233,0,55,17.099999999999994,0.6008333333333333,1730.3999999999999,0.049000000000000044,12.0,0.8968
2021-05-18 16:00:00,dms_cyclone_03,dms_cyclone,66587.0,53.9,4.17,47.7,0.824,30.0,0.8162,936.0,1,0.0006923169339820989,critical,0.0008710779082177163,0.7601255707762558,37.73,0.834,0.7722222222222223,0,50,-2.299999999999997,0.3975,2198.9700000000003,0.07600000000000007,23.05,0.8162
2020-05-11 16:00:00,primary_crusher_02,primary_crusher,32622.0,39.3,10.3,97.9,0.729,48.6,0.85,478.0,1,0.001860650461330963,critical,0.001774530271398747,0.37239726027397263,20.2002,2.06,2.6142131979695438,1,50,47.900000000000006,0.8158333333333334,5942.530000000001,0.17100000000000004,30.35,0.85
2020-12-03 18:00:00,shaking_table_02,shaking_table,23406.0,82.8,2.31,54.1,0.861,9.5,0.3291,1366.0,2,0.0007348229162216433,high,0.00024074615947329922,0.2671917808219178,74.934,0.462,0.27864897466827504,0,50,4.100000000000001,0.45083333333333336,930.5200000000002,0.039000000000000035,8.600000000000001,0.6582
